DateTime,Players,Final price,Discount,Time Since Release
2019-06-01 00:00:00,41438.0,59.99,0.0,25574400.0
2019-06-02 00:00:00,39985.0,59.99,0.0,25660800.0
2019-06-03 00:00:00,34377.0,59.99,0.0,25747200.0
2019-06-04 00:00:00,33729.0,59.99,0.0,25833600.0
2019-06-05 00:00:00,36256.0,59.99,0.0,25920000.0
2019-06-06 00:00:00,36724.0,59.99,0.0,26006400.0
2019-06-07 00:00:00,44992.0,59.99,0.0,26092800.0
2019-06-08 00:00:00,45036.0,59.99,0.0,26179200.0
2019-06-09 00:00:00,42960.0,59.99,0.0,26265600.0
2019-06-10 00:00:00,38863.0,59.99,0.0,26352000.0
2019-06-11 00:00:00,34851.0,59.99,0.0,26438400.0
2019-06-12 00:00:00,33920.0,59.99,0.0,26524800.0
2019-06-13 00:00:00,33184.0,59.99,0.0,26611200.0
2019-06-14 00:00:00,34594.0,59.99,0.0,26697600.0
2019-06-15 00:00:00,37913.0,59.99,0.0,26784000.0
2019-06-16 00:00:00,36210.0,59.99,0.0,26870400.0
2019-06-17 00:00:00,31047.0,59.99,0.0,26956800.0
2019-06-18 00:00:00,29982.0,59.99,0.0,27043200.0
2019-06-19 00:00:00,29965.0,59.99,0.0,27129600.0
2019-06-20 00:00:00,31366.0,59.99,0.0,27216000.0
2019-06-21 00:00:00,36438.0,59.99,0.0,27302400.0
2019-06-22 00:00:00,39574.0,59.99,0.0,27388800.0
2019-06-23 00:00:00,38389.0,59.99,0.0,27475200.0
2019-06-24 00:00:00,32601.0,59.99,0.0,27561600.0
2019-06-25 00:00:00,32650.0,59.99,0.0,27648000.0
2019-06-26 00:00:00,41827.0,29.99,0.5000833472245375,27734400.0
2019-06-27 00:00:00,47269.0,29.99,0.5000833472245375,27820800.0
2019-06-28 00:00:00,51308.0,29.99,0.5000833472245375,27907200.0
2019-06-29 00:00:00,58116.0,29.99,0.5000833472245375,27993600.0
2019-06-30 00:00:00,59400.0,29.99,0.5000833472245375,28080000.0
2019-07-01 00:00:00,60198.0,29.99,0.5000833472245375,28166400.0
2019-07-02 00:00:00,61740.0,29.99,0.5000833472245375,28252800.0
2019-07-03 00:00:00,62860.0,29.99,0.5000833472245375,28339200.0
2019-07-04 00:00:00,64361.0,29.99,0.5000833472245375,28425600.0
2019-07-05 00:00:00,68446.0,29.99,0.5000833472245375,28512000.0
2019-07-06 00:00:00,72684.0,29.99,0.5000833472245375,28598400.0
2019-07-07 00:00:00,72353.0,29.99,0.5000833472245375,28684800.0
2019-07-08 00:00:00,68556.0,29.99,0.5000833472245375,28771200.0
2019-07-09 00:00:00,70776.0,29.99,0.5000833472245375,28857600.0
2019-07-10 00:00:00,68905.0,59.99,0.0,28944000.0
2019-07-11 00:00:00,68367.0,59.99,0.0,29030400.0
2019-07-12 00:00:00,72677.0,59.99,0.0,29116800.0
2019-07-13 00:00:00,74119.0,59.99,0.0,29203200.0
2019-07-14 00:00:00,73941.0,59.99,0.0,29289600.0
2019-07-15 00:00:00,67556.0,59.99,0.0,29376000.0
2019-07-16 00:00:00,66160.0,59.99,0.0,29462400.0
2019-07-17 00:00:00,63641.0,59.99,0.0,29548800.0
2019-07-18 00:00:00,63353.0,59.99,0.0,29635200.0
2019-07-19 00:00:00,65645.0,59.99,0.0,29721600.0
2019-07-20 00:00:00,68872.0,59.99,0.0,29808000.0
2019-07-21 00:00:00,66311.0,59.99,0.0,29894400.0
2019-07-22 00:00:00,61835.0,59.99,0.0,29980800.0
2019-07-23 00:00:00,59349.0,59.99,0.0,30067200.0
2019-07-24 00:00:00,57922.0,59.99,0.0,30153600.0
2019-07-25 00:00:00,58440.0,59.99,0.0,30240000.0
2019-07-26 00:00:00,91108.0,59.99,0.0,30326400.0
2019-07-27 00:00:00,89350.0,59.99,0.0,30412800.0
2019-07-28 00:00:00,85691.0,59.99,0.0,30499200.0
2019-07-29 00:00:00,79987.0,59.99,0.0,30585600.0
2019-07-30 00:00:00,75733.0,59.99,0.0,30672000.0
2019-07-31 00:00:00,72636.0,59.99,0.0,30758400.0
2019-08-01 00:00:00,69724.0,59.99,0.0,30844800.0
2019-08-02 00:00:00,71241.0,59.99,0.0,30931200.0
2019-08-03 00:00:00,72860.0,59.99,0.0,31017600.0
2019-08-04 00:00:00,70863.0,59.99,0.0,31104000.0
2019-08-05 00:00:00,65103.0,59.99,0.0,31190400.0
2019-08-06 00:00:00,63041.0,59.99,0.0,31276800.0
2019-08-07 00:00:00,60333.0,59.99,0.0,31363200.0
2019-08-08 00:00:00,61533.0,59.99,0.0,31449600.0
2019-08-09 00:00:00,62661.0,59.99,0.0,31536000.0
2019-08-10 00:00:00,67588.0,29.99,0.5000833472245375,31622400.0
2019-08-11 00:00:00,70782.0,29.99,0.5000833472245375,31708800.0
2019-08-12 00:00:00,67683.0,29.99,0.5000833472245375,31795200.0
2019-08-13 00:00:00,69370.0,29.99,0.5000833472245375,31881600.0
2019-08-14 00:00:00,69115.0,29.99,0.5000833472245375,31968000.0
2019-08-15 00:00:00,68513.0,59.99,0.0,32054400.0
2019-08-16 00:00:00,67765.0,59.99,0.0,32140800.0
2019-08-17 00:00:00,69855.0,59.99,0.0,32227200.0
2019-08-18 00:00:00,68633.0,59.99,0.0,32313600.0
2019-08-19 00:00:00,62744.0,59.99,0.0,32400000.0
2019-08-20 00:00:00,60925.0,59.99,0.0,32486400.0
2019-08-21 00:00:00,62042.0,29.99,0.5000833472245375,32572800.0
2019-08-22 00:00:00,61097.0,29.99,0.5000833472245375,32659200.0
2019-08-23 00:00:00,65063.0,29.99,0.5000833472245375,32745600.0
2019-08-24 00:00:00,70454.0,29.99,0.5000833472245375,32832000.0
2019-08-25 00:00:00,69449.0,59.99,0.0,32918400.0
2019-08-26 00:00:00,64053.0,59.99,0.0,33004800.0
2019-08-27 00:00:00,60278.0,59.99,0.0,33091200.0
2019-08-28 00:00:00,61301.0,59.99,0.0,33177600.0
2019-08-29 00:00:00,59297.0,59.99,0.0,33264000.0
2019-08-30 00:00:00,51713.0,59.99,0.0,33350400.0
2019-08-31 00:00:00,53849.0,59.99,0.0,33436800.0
2019-09-01 00:00:00,51570.0,59.99,0.0,33523200.0
2019-09-02 00:00:00,47257.0,59.99,0.0,33609600.0
2019-09-03 00:00:00,46424.0,59.99,0.0,33696000.0
2019-09-04 00:00:00,45896.0,59.99,0.0,33782400.0
2019-09-05 00:00:00,45811.0,59.99,0.0,33868800.0
2019-09-06 00:00:00,53664.0,59.99,0.0,33955200.0
2019-09-07 00:00:00,61823.0,59.99,0.0,34041600.0
2019-09-08 00:00:00,62162.0,59.99,0.0,34128000.0
2019-09-09 00:00:00,56060.0,59.99,0.0,34214400.0
2019-09-10 00:00:00,57542.0,59.99,0.0,34300800.0
2019-09-11 00:00:00,58242.0,59.99,0.0,34387200.0
2019-09-12 00:00:00,62302.0,59.99,0.0,34473600.0
2019-09-13 00:00:00,67639.0,29.99,0.5000833472245375,34560000.0
2019-09-14 00:00:00,78848.0,29.99,0.5000833472245375,34646400.0
2019-09-15 00:00:00,83542.0,29.99,0.5000833472245375,34732800.0
2019-09-16 00:00:00,80173.0,29.99,0.5000833472245375,34819200.0
2019-09-17 00:00:00,82129.0,29.99,0.5000833472245375,34905600.0
2019-09-18 00:00:00,82813.0,29.99,0.5000833472245375,34992000.0
2019-09-19 00:00:00,85069.0,29.99,0.5000833472245375,35078400.0
2019-09-20 00:00:00,93183.0,29.99,0.5000833472245375,35164800.0
2019-09-21 00:00:00,98197.0,59.99,0.0,35251200.0
2019-09-22 00:00:00,94776.0,59.99,0.0,35337600.0
2019-09-23 00:00:00,83840.0,59.99,0.0,35424000.0
2019-09-24 00:00:00,81430.0,59.99,0.0,35510400.0
2019-09-25 00:00:00,77767.0,59.99,0.0,35596800.0
2019-09-26 00:00:00,76444.0,59.99,0.0,35683200.0
2019-09-27 00:00:00,91009.0,59.99,0.0,35769600.0
2019-09-28 00:00:00,89972.0,59.99,0.0,35856000.0
2019-09-29 00:00:00,87100.0,59.99,0.0,35942400.0
2019-09-30 00:00:00,76348.0,59.99,0.0,36028800.0
2019-10-01 00:00:00,70227.0,59.99,0.0,36115200.0
2019-10-02 00:00:00,66972.0,59.99,0.0,36201600.0
